id,ma_khach_hang,noi_dung_binh_luan,ngay_binh_luan,gio_binh_luan,so_sao,ma_san_pham,label
283,2410,có_lẽ review mặt_nạ siêu_đình chê,16/11/2022,13:52,5,422205163,good
284,220,mỏng rách_điểm dày chắc_chùi bịch sạch,9/3/2022,0:31,3,217300001,neutral
285,2610,tác_dụng xài tầm tuần không_kích_ứng mừng xài cảm_giác hơi rít nhẹ,4/8/2022,12:42,5,371600006,good
286,745,ap tặng bông_tẩy không_thấy tặng,29/08/2022,8:59,5,422216594,good
287,297,tẩy mềm_mại break skincare nhẹ_nhàng nhất_nhiên khăn mặt thấm rửa mặt lắm,17/03/2021,14:22,5,100230069,good
288,336,,25/04/2020,22:17,5,422204259,good
289,147,,10/4/2023,16:01,5,205100136,good
290,1906,,3/8/2022,15:09,5,100210023,good
291,2653,lắm,19/08/2023,17:50,5,422203807,good
292,1502,tốt,4/9/2024,15:36,5,422211548,good
293,128,không_mùi không_nhờn_rít tán kiềm dầu tốt hơi mắt nhẹ chấm mắt_xíu tán dần mắt không_bị mắt,18/01/2024,17:40,4,422208345,good
294,3710,nhạy_cảm chọn_lựa mặt_nạ thời mắn mặt_nạ phù_họp túi_tiền tone xài thích trộm_vía không_bị_kích_ứng shop hàng,8/4/2023,15:05,5,422200002,good
295,2655,chất_lượng ổn không_như kỳ_vọng,14/10/2023,11:39,2,422207562,bad
296,2240,thơm hương_dịu bắt sức nắng đẹp,6/12/2023,10:56,5,206400011,good
297,4304,tuýp hỗn_hợp đổ_lượng dầu chữ mụn đầu đen hasaki tư_vấn hãng cải_thiện rõ_rệt hướng_dẫn rửa_mặt sợi bã nhờn rửa không_bị cảm_giác khô căng rít,12/8/2024,15:07,5,343100041,good
298,1982,,21/11/2022,14:37,5,422210146,good
299,1641,đắp mặt mát lắm dưỡng_chất mùi dễ_chịu đắp mặt thoải_mái đêm rửa láng mịn,4/6/2024,23:28,5,422209718,good
300,2163,gút,15/08/2022,14:47,5,211300002,good
301,2664,thô tẩy dưỡng,10/4/2022,22:58,1,422203809,bad
302,4016,ổn giá làn,20/08/2022,1:13,5,422202153,good
303,272,thích lắm dễ_thương,30/06/2021,9:01,5,422211446,good
304,4328,bình_thường đợt ghé hasaki độ tiện_dụng xịt lên_lớp bảo_vệ tối_ưu ẩm_xịt tóc trẻ,25/04/2022,16:43,5,248700027,good
305,1166,chân áo,10/12/2022,21:42,5,422217292,good
306,824,,8/8/2024,9:45,4,422221873,good
307,1411,trộm_vía sài_hợp,13/07/2023,0:30,5,422200632,good
308,4420,nhạy_cảm_dầu mụn xài toner_dưỡng chấm mụn không_hiêủ mụn sần mụn thời,14/10/2022,12:19,3,248700034,neutral
309,1643,xài cực thích,8/7/2018,6:08,5,100160022,good
310,1201,thích bôi không_bôi dạng sữa mặt kiểu bôi không_bị trắng vón_cục,18/11/2021,23:28,5,249500007,good
311,3046,hasaki hãng không_phải_lắng đáo_gói hàng cẩn_thận ưng_ý ủng_hộ,6/5/2024,22:19,5,422203645,good
312,2448,,21/06/2020,13:55,4,308500004,good
313,2905,chất vàng mẫu cũ không_nâng_tông hỗn_hợp thiên_dầu không_hề kiềm dầu tí,29/06/2022,11:50,3,204100003,neutral
314,632,xài tốt,22/10/2020,17:16,5,207500001,good
315,3567,không_đặc_biệt không_làm thất_vọng,8/1/2023,23:28,3,422205164,neutral
316,3503,chất_lượng chấp_nhận không_hài_lòng lắm,10/6/2021,9:35,2,365000017,bad
317,3866,ổn lựa_chọn tốt,2/2/2023,11:54,2,327500002,bad
318,1487,cực thích srm xài lâu_dài,10/1/2021,12:01,5,204900128,good
319,3426,không_tệ lắm cân_nhắc kỹ,17/07/2023,23:29,2,422206513,bad
320,1479,phục_hồi nghiện corticoid tốt lắm,11/7/2021,19:55,5,204900056,good
321,2399,dễ_dàng thoải_mái thư_giãn,27/04/2023,16:10,5,308500037,good
322,723,hàng không_khác,24/10/2021,15:43,3,422214146,neutral
323,2645,bịch lắm không_bị xơ_dùng thích,13/05/2022,17:43,5,422203301,good
324,229,dòng nổi bọt_hơi,21/01/2022,23:48,4,422208807,good
325,1170,nửa lọ lọ,28/10/2022,16:41,4,249500013,good
326,546,vón không_tán,16/02/2022,8:53,1,204900013,bad
327,632,xài tốt,22/10/2020,17:16,5,100230069,good
329,704,thích hasaki tẩy,28/04/2023,18:42,5,200400004,good
330,1765,tạm ổn đợi ngấm bôi,17/08/2021,3:54,5,318900002,good
331,1474,hàng chuẩn,28/10/2021,13:39,5,422204231,good
332,1445,dễ_chịu dịu giá_thành ổn,2/5/2023,15:04,5,422210784,good
333,3578,cấp_nước căng rát,22/01/2021,16:35,5,422201092,good
334,331,,27/07/2020,13:27,5,422206648,good
335,855,dịu nhẹ sạch mặt mùi hương dễ_chịu,4/8/2024,16:03,5,422204795,good
336,35,hiệu_quả cực_kì giá_thành,17/04/2023,13:48,5,100230056,good
337,1239,đợt ổn đợt hơi thô,25/09/2023,19:38,4,422203901,good
338,80,lành đổ dầu aply,20/07/2021,17:52,4,318900012,good
339,2461,tẩy sạch sâu_lỗ chân lông_rửa mặt_bằng srm sạch mụn đầu đen á_sản_phẩm,21/10/2019,5:26,5,100220010,good
340,674,thích hasaki tẩy,3/5/2023,19:02,5,422216594,good
341,2561,trị chất nhẹ không_bí đá tệp chóng khuyến_khích chấm,30/01/2024,20:01,5,308900002,good
342,2750,kcn naris đỉnh á_nâng tone không_trắng_bệt lớp finish đẹp_bôi không_bị ẻm chống chứa giúp dưỡng ẩm_nhẹ tuyệt_vời kcn xịn xò,15/06/2022,14:41,5,248700035,good
343,3082,,24/07/2024,19:36,5,422204281,good
344,869,tốt,15/04/2023,22:10,5,204900159,good
345,1949,mặt_nạ khít bnbg cảm_giác thoải_mái đi đắp trắng yếu_điểm rửa rít_mặt ẩm,1/8/2024,19:28,5,422209724,good
346,1216,chống nắng dạng lỏng dễ_tán mặt mỏng mịn cảm_giác nhẹ tênh_tích chứa hơi,18/01/2021,9:56,5,422215804,good
347,2336,giàng thoải_mái thư_giản,2/5/2023,16:23,5,422205160,good
348,182,tẩy tốt quà tặng kèm chưng,28/05/2022,14:22,4,422208807,good
349,1727,mềm mịn,20/11/2023,12:46,5,100210014,good
350,2541,đợt mụn trộm_vía hẳn hợp dịu nhẹ không_hề khô,14/11/2020,21:17,5,422206537,good
351,2533,tỉnh hàng sữa rửa mặt chất_lượng bàn_cãi sạch không_bị căng rát mặt,15/11/2020,16:07,5,204100019,good
352,3091,ổn cải_thiện nhăn mắt kiên_trì,24/06/2021,14:40,5,232500022,good
353,1902,đỉnh godndoc thẩm_thấu tác_dụng không_rõ_rệt màng_âm mỏng nhẹ thấm phục_hồi dầu nhạy_cảm yêu,16/09/2022,15:24,5,100210023,good
354,2382,nhẹ_nhàng thoải_mái thư_giãn,29/04/2023,12:40,5,422205160,good
355,2271,không_hợp dị_ứng ngứa,13/08/2023,9:25,3,422208157,neutral
357,3488,tẩy tế_bào chết tốt lành_tính dễ_chịu làn tẩy tế_bào chết dạng hạt scrub bào_mòn đau_rát không_dành mụn nhạy_cảm trải tẩy_bào chết dạng hạt mẩn đỏ nổi mụn mụn bể hạt scrub cà mặt không_lấy đi nhân_mụn sưng viêm_mẫn đỏ bio vô_tình đi siêu_thị pg_phát mẫu thử xài xài láng ẩm_mượt không_đau_rát thích,26/07/2018,8:23,5,222600006,good
358,2858,hàng chậm chất_lượng,23/07/2022,16:20,1,422217292,bad
359,3337,thấm không_nhờn rít nâng tone ủng_hộ hasakiâu,13/10/2019,18:13,5,223600009,good
360,1064,dầu mụn không_bị mắt rát mặt mùi bổ rẻ đo,9/7/2023,10:50,5,422211183,good
361,2171,hạt cứng_bạn nổi mụn cân_nhắc thơm đỉnh,10/2/2022,10:28,4,422206043,good
362,365,tốt không_mùi nhẹ dịu,26/10/2018,19:57,4,422204259,good
363,1080,đầu mùi thơm nhẹ kích_ứng không_nhưng ưng_ý,25/07/2022,22:56,5,422220606,good
365,262,hài_lòng,15/07/2021,21:58,4,422203510,good
366,2297,nsx hsd bì shop không_trả,3/4/2019,11:45,1,100150059,bad
367,4298,thử mặt_nạ peptide some má lành thuần_dịu đỏ_dưỡng chất không_bị nhễ_nhại,11/3/2024,21:32,5,422205637,good
368,76,hàng sài_êm,6/8/2021,23:17,3,318900011,neutral
369,1461,hàng,21/05/2022,11:07,5,204900056,good
370,1854,lớp ẩm tầm set ráo_nguyên dầu không_cần_dưỡng sạch ưng,20/05/2023,23:53,5,223600010,good
371,679,dễ_dàng thoải_mái thư_giãn,2/5/2023,10:00,5,422202253,good
372,2334,dễ_dàng thoải_mái thư_giãn,2/5/2023,18:34,5,308500004,good
373,799,thích lắm mùi dịu nhẹ dầu mụn hasaki,19/12/2020,21:32,5,422216594,good
374,2588,giá tiền thích,21/05/2021,9:12,5,365000019,good
375,325,tẩy dịu nhẹ tạm mùi không_thích lắm,9/9/2020,5:29,4,422206648,good
376,709,dễ_dàng thoải_mái thư_giãn,28/04/2023,10:15,5,422205164,good
377,1442,rửa mặt bọt kiềm dầu tốt,3/5/2023,17:02,5,204900056,good
378,1495,tốt,30/04/2020,20:11,5,422210784,good
379,903,tốt,13/04/2023,15:02,5,422204795,good
380,144,tốt lắm,21/04/2023,14:27,5,253900006,good
381,366,xài dã ý_giá siêu_rẻ tiếp,26/10/2018,19:57,5,422206648,good
382,270,chân_ái dầu giá ưu_điểm kiềm dầu tốt dạng sữa thấm nâng tông_hơi nhẹ hầu_như không_luôn không_bị tông_giá nhược_điểm chống hơi kém_xíu kiểu môi nắng_nóng đổ mồ_hôi hơi chảy nhẹ_góc trán mép ổn dầu mũi xài hợp không_bị mụn không_đổ dầu mãi tốt,16/02/2023,14:11,5,422215804,good
383,677,thích hasaki tẩy,3/5/2023,18:31,5,100230057,good
384,308,rửa sạch,11/6/2020,11:20,5,204900004,good
385,2248,hồng xài tẩy chết tốt không_xài bha không_nên_xài ngứa,5/5/2024,16:09,5,245500001,good
386,3029,xài hủ tầm thấm_nhiên dậy không_bị đổ dầu kiềm dầu tốt hợp_dầu ẩm ẩm sâu không_gây giá tích tiếp,11/7/2021,19:56,5,343700002,good
387,2434,mặt nhạy_cảm mask cực_hợp tiếc mask hàng chờ_đợi mãi mask hàng hasaki mẫu mask,27/02/2021,20:52,5,422205160,good
388,808,thích cực hãng toner mặt lắm thơm mát_dịu nhẹ,25/07/2023,23:09,5,248100018,good
389,2277,tư_vấn dòng thử cải_thiện đốm nâu căng mát nhẹ,2/12/2022,14:12,5,422208238,good
390,1434,cực_kỳ ưng hasaki đặt_hàng hàng hàng,30/08/2024,16:31,5,204900004,good
391,1018,dễ_dàng thoải_mái thư_giãn,2/5/2023,17:32,5,308500018,good
392,23,tẩy cực_kỳ lành_tính dịu nhẹ kích_ứng mùi dễ_chịu cực_kỳ_hợp thường_ngày tích giá mềm hài_lòng,4/9/2023,10:05,5,100750038,good
393,354,giá_thành hợp_lý sạch dễ_chịu,4/8/2019,20:33,5,205100137,good
395,733,,4/1/2023,13:30,5,200400004,good
396,1509,xài trộm_vía ẩm tốt chất thấm lớp ẩm ẩm bình bôi_lượng yên_tâm đi ngủ có_lẽ lưu_ý giá rẻ không_rẻ,24/01/2024,21:31,5,422206035,good
397,3649,tốt,25/11/2023,15:29,5,422206043,good
398,1410,srm svr tốt rửa mặt bóng dầu_không_bị dính khô ẩm_mịn thoáng nhẹ aply serum thấm không_hề cảm_giác bí,21/07/2023,21:24,5,422217029,good
399,2301,tạm ổn,6/10/2017,3:10,5,422216098,good
400,216,chất_lượng tẩy hằng,12/3/2022,19:29,5,205100136,good
401,722,,14/04/2023,13:58,5,100230064,good
402,2291,nổi mụn không,23/09/2020,12:51,3,422216098,neutral
403,3504,ổn không_thấy nổi_bật lắm,9/8/2024,19:39,3,422211447,neutral
404,2878,làn mịn màn trắng rõ_rệt vết nám liti vết tàn_mờ tình tốt cũn không_ưng yêu,14/08/2022,23:40,5,358300002,good
405,4251,mặt kích_ứng đỏ hết_nổi sần tấy đỏ hẳn đầu cảm_giác chích đừng tác_dụng nhạy_cảm,22/09/2020,16:57,5,308100018,good
406,3508,đầu tẩy bọt không_lắm dần đâm nghiện sạch cực_kì tốt không_bị khô,1/10/2021,11:21,5,377400001,good
407,2351,dễ_dàng thoải_mái thư_giãn,1/5/2023,10:13,5,308500013,good
408,1777,đầu thử hiệu_quả đêm bôi thử hôm nổi nốt mụn_ẩn đẩy_nhân mụn dõi hiệu_quả,17/06/2021,9:41,5,100240016,good
409,4002,dưỡng_ẩm tốt thẩm_thấu cực,11/7/2022,13:28,5,422205673,good
411,3294,thích tư_vấn nhiệt_tình kĩ,28/10/2024,22:26,5,422205122,good
412,1491,hỗn_hợp thiên_dầu nhạy_cảm kích_ứng sữa rửa mặt cảm_giác mê rửa mềm không_hề khô không_ngứa không_đỏ ửng,21/08/2020,13:33,5,422210784,good
413,3598,tạm ổn không_như,29/04/2023,22:09,2,308500004,bad
414,577,mờ đi thơm_thích lắm,19/03/2023,21:33,5,327500002,good
415,307,sản phảm sài tốt hàng,2/1/2021,11:36,5,205100146,good
416,2247,không_như kỳ_vọng chất_lượng kém_với giá tiền,2/6/2021,18:57,2,365000012,bad
417,138,đắp mê,2/7/2023,20:04,5,422205805,good
418,3514,đỉnh dầu mụn_rửa mặt vỗ mùi cúc dịu mướt xài tối đều_đặn mụn rõ_rệt mê,24/02/2024,11:20,5,422210047,good
419,3434,mụn nhỏ_lỗ chân lông tốt,5/9/2024,1:19,5,204100023,good
420,4076,hiện_tượng mụn cố hũ nma không_ổn lắm zalo cảm_nhận cgiac nhưu lớp dầu ăn_trơn trượt cgiac bí lắm hiêu mụn chẳng_rõ_rệt,10/5/2023,11:57,4,345800003,good
421,1508,hôm căng mềm hẳn,9/4/2024,15:18,5,422211549,good
422,4282,xài dầu,6/7/2024,21:44,5,100230026,good
423,2679,đổ bụi trắng dính mặt phí tiền không_sử_dụng,6/7/2021,20:20,1,422203776,bad
424,2521,mụn mùi hơi xài mềm,25/05/2022,18:13,4,422206537,good
425,2331,nhẹ_nhàng thoải_mái thư_giãn,2/5/2023,19:25,5,422205164,good
426,1289,xài tốt_êm lắm,7/4/2021,13:02,5,204900009,good
427,1806,,8/12/2016,7:54,5,100150059,good
428,3958,xài tốt nồng_độ dần đầu xài mụn trị thâm_trị mụn,19/11/2023,8:05,5,422213308,good
429,3361,mát thấm cảm_giác khô_thoáng nhẹ kết_hợp dưỡng ẩm cấp_nước lỗ chân_lông cải_thiện lỗ chân lông hài_lòng,9/5/2020,11:43,5,201600074,good
430,256,lọ giới_thiệu lành_tính ẩm hiệu_quả,15/05/2024,17:22,5,422219399,good
431,3740,không_mùi thích bọt bọt nhờn_nhờn thích không_bọt không_dính dính hợp_loại giá xài thử,23/09/2020,13:02,5,377400001,good
432,3592,hủ phê đắp mụn uống trà sữa ăn_hàng xưa mặt tầy huầy rẻ ưng thử đi rẻ đắp,23/03/2024,14:18,5,422207736,good
433,18,tẩy sạch,1/11/2017,18:21,5,100750038,good
434,4398,thời tốt đầu,12/9/2020,9:12,2,422207812,bad
435,307,sản phảm sài tốt hàng,2/1/2021,11:36,5,422211446,good
436,3610,siêu_thích í tối bôi mụt lớp mỏng ngủ dậy môi mềm hồng_hào chuẩn,14/04/2021,13:45,5,225200015,good
437,3961,chậm chấp_nhận,14/01/2020,9:48,2,422204259,bad
438,3116,ưng_cơ hơi bết dít tiếng đi rửa hơi dính tác_dụng không,12/4/2023,22:02,5,256700012,good
439,767,,30/12/2021,15:32,5,100230056,good
440,367,tốt hỗn_hợp tẩy sạch rửa,26/10/2018,19:22,4,205100136,good
441,1448,dịu không_kích_ứng ý_định đổi srm,9/4/2023,20:45,5,422210980,good
442,629,thấm kiềm dầu tốt không_lên,5/3/2021,21:21,5,422212100,good
443,3154,tốt cầu cơ_bản phàn_nàn,2/5/2023,13:23,3,422212100,neutral
444,2777,hạn_chế không_thực_sự,17/06/2024,18:09,2,345800003,bad
445,1185,hơi thất_vọng không_như quảng_cáo nêu,14/08/2023,4:16,2,422207865,bad
446,1078,vichy không_mà đẹp mịn hồng,10/2/2019,8:38,5,201600074,good
447,216,chất_lượng tẩy hằng,12/3/2022,19:29,5,422206648,good
448,2348,mùi hương dễ_chịu mát giá_thành ổn,1/5/2023,12:49,5,204100054,good
449,2906,dầu không_bị bết vón,17/06/2022,11:08,5,204100003,good
450,3050,,17/09/2023,21:17,5,422203645,good
451,761,chân_ái,26/08/2022,7:49,5,422220469,good
452,1472,sạch tốt không_phù_hợp khô lắm hơi căng mặt,17/11/2021,20:41,5,422210980,good
453,913,sửa rửa mặt tốt,12/4/2023,15:44,5,422204795,good
454,3275,đầu hơi nóng dần_đắp chủ_yếu căng bóng hôm bóng,9/4/2023,11:00,5,422206103,good
455,1892,không_hẳn tệ_nhưng không_lại,23/09/2023,14:49,2,345800015,bad
456,3671,mùi cực thơm tẩy tb mụn đầu giá_thành ổn,14/01/2020,11:36,5,100220010,good
457,3607,mùi thơm mùi kẹo môi căng,19/06/2021,15:42,5,225200015,good
458,746,chắt tặng,17/08/2022,22:14,5,200400003,good
459,3527,tẩy sạch mùi thơm mắt,13/04/2023,19:32,5,422205819,good
460,2409,mùi cồn,23/11/2022,11:12,5,308500013,good
461,1097,nhầm shop_đổi hàng shop nhiệt_tình,24/04/2024,15:38,5,422204657,good
462,1234,kcn bôi mát_cảm_giác nhẹ_mặt bôi lớp mỏng bôi lớp vón cục gợn trắng_bôi trán chỗ chân tóc vón gợn trắng mắt không_bị_rát gió thổi đi đường mắt chảy nước_mắt khó_chịu,10/3/2024,11:02,3,422208345,neutral
464,2379,mùi hương dễ_chịu mát giá_thành ổn,29/04/2023,15:41,5,204100054,good
465,2900,chống nắng mãi đỉnh,3/12/2023,10:22,5,204100003,good
466,2169,đắp mát tầm_đắp mịn hẳn test nhãn_hiệu,25/07/2019,23:37,5,422205160,good
467,2369,kiềm dầu tốt cảm_giác thoải_mái,30/04/2023,11:24,5,422202253,good
468,2358,thoải_mái thư_giãn,30/04/2023,17:55,5,308500013,good
469,792,ổn,4/4/2021,3:00,4,422216594,good
470,16,tốt tầm giá không_tẩy mascara_lì hàng tẩy chống nắng dầu mụn_xài,14/10/2023,16:54,5,422211446,good
471,2547,thích xìa không_bị_kích_ứng hiệu_quả căng_bóng,12/11/2020,21:51,5,204100070,good
472,2365,mùi hương dễ_chịu mát lạnh giá_thành ổn,30/04/2023,13:36,5,422206537,good
473,976,dễ_dàng thoải_mái thư_giãn,2/5/2023,11:36,5,308500009,good
474,2264,đánh hasaki hàng vòng_tiếng hàng buồn_vì hàng,7/12/2020,13:47,3,245500010,neutral
475,2412,sài lắm tủ_lạnh sài mát lạnh khít chân lông_dưỡng ẩm_cực tốt,29/03/2022,8:08,5,308500004,good
476,278,sạch sâu không_bết dính giá rẻ,13/06/2021,18:28,5,422208807,good
477,1324,hàng tư_vấn,10/11/2021,17:05,5,249500028,good
478,2658,tệ mỏng vụn mặt,3/7/2022,20:47,2,243300007,bad
479,1458,mụn dầu đi bác_sĩ liễu bác_sĩ kê đơn xài khỏe không_khô bí,15/06/2022,17:24,5,204900004,good
480,2537,dạo thức học áp_lực căng_thẳng mụn hoành_hành giới_thiệu thử xài biết_ơn lắm trẻ khỏe hẳn mụn thâm,14/11/2020,22:50,5,204100018,good
481,914,thích lắm,12/4/2023,14:35,5,204900128,good
482,1296,sữa rửa mặt_thích thế_này mịn_màng hẳn,26/06/2023,20:32,5,422202569,good
483,2339,mùi hương dễ_chịu mát giá_thành,2/5/2023,10:57,5,308500009,good
484,2084,rẻ tốt,30/07/2023,15:20,5,422201374,good
485,685,mùi hương dễ_chịu mát giá_thành ổn,30/04/2023,14:50,5,204100019,good
486,217,xịn dầu_xài srm không_thấy hiệu_quả thử ưng tuần đỡ dầu đỡ mụn hẳn rửa cảm_giác sạch không_bị căng mặt đổ dầu chữ má khô kết_hợp xài dưỡng tuyệt_vời đầu hơi đắn_đo giá tiền tiền,5/4/2021,15:22,5,204900159,good
487,1102,thích không_mắt đắng chacot sạch mềm,6/3/2023,23:02,5,422201504,good
488,780,mẫu cảm_giác dưỡng chất củ,16/07/2021,19:30,5,308500037,good
489,1245,tẩy xài thích,11/6/2023,13:56,5,422222535,good
490,4313,xài xài hũ bùn xài colagen mùi hôi lắm chất đặc khô hơi tán_thành_phần colagen bảng không_tác_dụng lắm,2/4/2021,21:00,4,355500011,good
491,1140,mùi không_dễ mẫu cũ,28/02/2024,16:16,4,422218631,good
